domain	intent	pattern	bio
Instagram	PostWithPicturesFromDateAndWithLocation	utwórz nowy post na Instagramie ze wszystkimi moimi zdjęciami wykonanymi w parczewie na 2 jako kolaż	o o o o o o o o o o o b-location o b-date_day o o
Instagram	ShowPicturesFromDate	pokaż mój post z lipcu	o o o o b-date_month
Instagram	ShowPicturesFromDate	pokaż moje posty z 24	o o o o b-date_day
Instagram	ShowPicturesFromDate	pokaż moje posty z sierpniu	o o o o b-date_month
Instagram	ShowPicturesFromDate	wyświetl mój post z 28	o o o o b-date_day
Instagram	ShowPicturesFromDate	wyświetl mój post z październiku	o o o o b-date_month
Instagram	ShowPicturesFromDate	wyświetlać moje posty z 7	o o o o b-date_day
Instagram	ShowPicturesFromDate	wyświetl moje posty z maju	o o o o b-date_month
Instagram	ShowPicturesFromDate	wypisz mój post z 30	o o o o b-date_day
Instagram	ShowPicturesFromDate	wypisz mój post z wrześniu	o o o o b-date_month
Instagram	ShowPicturesFromDate	wypisz moje posty z 10	o o o o b-date_day
Instagram	ShowPicturesFromDate	wypisz moje posty z listopadzie	o o o o b-date_month
Instagram	ShowPicturesFromDate	pokaż mi swój post z 10	o o o o o b-date_day
Instagram	ShowPicturesFromDate	pokaż mi mój post z styczniu	o o o o o b-date_month
Instagram	ShowPicturesFromDate	pokaż mi moje posty z 5	o o o o o b-date_day
Instagram	ShowPicturesFromDate	pokaż mi moje posty z lutym	o o o o o b-date_month
Instagram	TakePicture	zrób zdjęcie za pomocą instagrama	o o o o o
Instagram	PostWithLastPictureWithLocationAndWithHashtag	utwórz post na instagramie z ostatnim zdjęciem z galerii i tagiem warszawie	o o o o o o o o o o o b-location
Instagram	PostWithLastPictureWithLocationAndWithHashtag	utwórz post na instagramie z ostatnim zdjęciem z Galerii i dodaj filtr lark	o o o o o o o o o o o o b-filter
Instagram	PostWithLastPictureWithLocationAndWithHashtag	utwórz post na instagramie z ostatnim zdjęciem z galerii i dodaj hashtag pieski	o o o o o o o o o o o o b-hashtag
Instagram	PostWithLastPictureWithLocationAndWithHashtag	utwórz post na instagramie z ostatnim zdjęciem z galerii dodającym filtr juno	o o o o o o o o o o o b-filter
Instagram	PostWithLastPictureWithLocationAndWithHashtag	utwórz post na Instagramie z ostatnim zdjęciem z galerii dodającym hashtag sesja	o o o o o o o o o o o b-hashtag
Instagram	PostWithLastPictureWithLocationAndWithHashtag	utwórz nowy post na Instagramie z ostatnim zdjęciem z galerii	o o o o o o o o o o
Instagram	PostWithLastPictureWithLocationAndWithHashtag	utwórz nowy post na Instagramie z ostatnim zdjęciem z galerii i tagiem bangkoku	o o o o o o o o o o o o b-location
Instagram	PostWithLastPictureWithLocationAndWithHashtag	utwórz nowy post na instagramie z ostatnim zdjęciem z galerii i dodaj filtr sierra	o o o o o o o o o o o o o b-filter
Instagram	PostWithLastPictureWithLocationAndWithHashtag	utwórz nowy post na Instagramie z ostatnim zdjęciem z galerii i dodaj hashtag polityka	o o o o o o o o o o o o o b-hashtag
Instagram	PostWithLastPictureWithLocationAndWithHashtag	utwórz nowy post na Instagramie z ostatnim zdjęciem z galerii dodającym filtr valencia	o o o o o o o o o o o o b-filter
News	ShowNews	wp.pl	b-portal
News	ShowNews	tvn24	b-portal
News	ShowNews	najnowsze wiadomości tvp info	o o b-portal i-portal
News	ShowNews	wiadomości na temat onet.pl	o o o b-portal
News	ShowNews	wiadomości na temat times polska	o o o b-portal i-portal
News	ShowNews	otwórz asz dziennik	o b-portal i-portal
News	ShowNews	otwórz wp.pl	o b-portal
News	ShowNews	przeczytaj tvn24	o b-portal
News	ShowNews	przeczytaj tvp info	o b-portal i-portal
News	ShowNews	pokaż mi wiadomości z onet.pl	o o o o b-portal
News	ShowNews	pokaż mi wiadomości z times polska	o o o o b-portal i-portal
News	ShowNews	pokaż mi wiadomości z asz dziennik	o o o o b-portal i-portal
News	ShowNews	pokaż mi wiadomości z wp.pl	o o o o b-portal
News	ShowNews	pokaż wiadomości z tvn24	o o o b-portal
News	ShowNews	pokaż wiadomości z tvp info	o o o b-portal i-portal
News	ShowNews	pokaż wiadomości z onet.pl	o o o b-portal
News	ShowNewsFromSection	sekcja times polska sport	o b-portal i-portal b-section
News	ShowNewsFromSection	sekcja asz dziennik	o b-portal i-portal
News	ShowNewsFromSection	sekcja wp.pl	o b-portal
News	NotifyWhenPortalUpdates	powiadom mnie o aktualizacjach wiadomości tvn24	o o o o o b-portal
News	NotifyWhenPortalUpdatesInSection	powiadom mnie, gdy sekcja tvp info polityka opublikuje nowy artykuł	o o o o b-portal i-portal b-section o o o
News	NotifyWhenPortalUpdatesInSection	powiadom mnie, gdy sekcja onet.pl technologia opublikuje nowy artykuł	o o o o b-portal b-section o o o
Phone	CallNumber	zadzwoń pod numer 12 264 39 28	o o o b-phone_number i-phone_number i-phone_number i-phone_number
Phone	CallNumber	zadzwoń pod numer 68 568 12 15	o o o b-phone_number i-phone_number i-phone_number i-phone_number
Phone	CallNumber	zadzwoń pod numer 41 223 70 36	o o o b-phone_number i-phone_number i-phone_number i-phone_number
Phone	CallNumber	zadzwoń pod numer 71 198 82 59	o o o b-phone_number i-phone_number i-phone_number i-phone_number
Phone	CallNumber	zadzwoń pod numer 793 274 738	o o o b-phone_number i-phone_number i-phone_number
Phone	CallNumber	zadzwoń pod numer 712 306 979	o o o b-phone_number i-phone_number i-phone_number
Phone	CallNumber	zadzwoń pod numer 68 728 55 78	o o o b-phone_number i-phone_number i-phone_number i-phone_number
Phone	CallNumber	wybierz numer 22 856 10 90	o o b-phone_number i-phone_number i-phone_number i-phone_number
Phone	CallNumber	wybierz numer 13 156 79 91	o o b-phone_number i-phone_number i-phone_number i-phone_number
Phone	CallNumber	wybierz numer 742 366 599	o o b-phone_number i-phone_number i-phone_number
Phone	CallNumber	wybierz numer 95 833 60 66	o o b-phone_number i-phone_number i-phone_number i-phone_number
Phone	CallNumber	wybierz numer 578 412 956	o o b-phone_number i-phone_number i-phone_number
Phone	CallNumber	wybierz numer 29 280 41 56	o o b-phone_number i-phone_number i-phone_number i-phone_number
Phone	CallNumber	wybierz numer 655 473 239	o o b-phone_number i-phone_number i-phone_number
Phone	CallNumber	telefon 776 878 894	o b-phone_number i-phone_number i-phone_number
Phone	CallNumber	telefon 54 869 65 93	o b-phone_number i-phone_number i-phone_number i-phone_number
Phone	CallNumber	telefon 81 338 18 93	o b-phone_number i-phone_number i-phone_number i-phone_number
Phone	CallNumber	telefon 86 945 92 15	o b-phone_number i-phone_number i-phone_number i-phone_number
Phone	CallNumber	telefon 58 262 53 78	o b-phone_number i-phone_number i-phone_number i-phone_number
Phone	CallNumber	telefon 679 225 267	o b-phone_number i-phone_number i-phone_number
Phone	SMSToContact	wyślij wiadomość do prosiaka	o o o b-to
Phone	SMSToContact	wyślij wiadomość do mamy	o o o b-to
Phone	SMSToContact	wyślij wiadomość do taty	o o o b-to
Phone	SMSToContact	wyślij wiadomość do ukochaniej	o o o b-to
Phone	SMSToContact	wyślij wiadomość do męża	o o o b-to
Phone	SMSToContact	wyślij wiadomość do erwin	o o o b-to
Phone	SMSToContact	wyślij wiadomość do roman małecki	o o o b-to i-to
Phone	SMSToContact	wyślij SMS na karol niedzielski	o o o b-to i-to
Phone	SMSToContact	wyślij SMS na walentyna	o o o b-to
Phone	SMSToContact	wyślij SMS na lechosław lewicki	o o o b-to i-to
Phone	SMSToContact	wyślij SMS na krystyna szewczyk	o o o b-to i-to
Phone	SMSToContact	wyślij SMS na daniel nowak	o o o b-to i-to
Phone	SMSToContact	wyślij SMS na eugeniusz	o o o b-to
Phone	SMSToContact	wyślij SMS na szymon małecki	o o o b-to i-to
Phone	SMSToContact	wyślij SMS na roland	o o o b-to
Phone	SMSToContact	wyślij SMS na sławomir	o o o b-to
Phone	SMSToContact	wyślij SMS na helena duda	o o o b-to i-to
Phone	SMSToContact	wyślij SMS na wiktor	o o o b-to
Phone	SMSToContact	wyślij SMS na jerzy	o o o b-to
Phone	SMSToContact	wyślij SMS na michalina kwiatkowski	o o o b-to i-to
Phone	SMSToContact	wyślij SMS na urszula malinowski	o o o b-to i-to
Phone	SMSToContact	wyślij SMS na diana grec	o o o b-to i-to
Phone	SMSToContact	wyślij SMS na apolonia swat	o o o b-to i-to
Phone	SMSToContact	sms jarosław lewicki	o b-to i-to
Phone	SMSToContact	sms klaudiusz borkowski	o b-to i-to
Phone	SMSToContact	sms julian	o b-to
Phone	SMSToContact	sms mirosław krupa	o b-to i-to
Phone	SMSToContact	sms leonard	o b-to
Phone	SMSToContact	sms rajmund stawecki	o b-to i-to
Phone	SMSToContact	sms marzanna	o b-to
Phone	SMSToContact	tekst milena gawroński	o b-to i-to
Phone	SMSToContact	tekst gracjan	o b-to
Phone	SMSToContact	tekst henryka dudek	o b-to i-to
Phone	SMSToContact	tekst benedykt czarnecki	o b-to i-to
Phone	SMSToContact	tekst piotr	o b-to
Phone	SMSToContact	tekst teofil	o b-to
Phone	SMSToContact	tekst lena szwarc	o b-to i-to
Phone	SMSToContactWithMessage	wyślij wiadomość do adrian zawierającą zadzwoń do mnie	o o o b-to o b-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość do marzenna zawierającą umówisz się ze mną	o o o b-to o b-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość do błażej zawierającą co u ciebie słychać	o o o b-to o b-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość do edyta wieczorek zawierającą czy wszytko jest ok	o o o b-to i-to o b-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość do herbert zawierającą chyba nie	o o o b-to o b-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość do ludmiła zawierającą dobra	o o o b-to o b-message
Phone	SMSToContactWithMessage	wyślij wiadomość do stefania zawierającą juz biegnę	o o o b-to o b-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość do grzegorz zawierającą zaraz będę	o o o b-to o b-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość do monika z informacją przepraszam	o o o b-to o o b-message
Phone	SMSToContactWithMessage	wyślij wiadomość do bronisław mazur z informacją zapomniałem o tym	o o o b-to i-to o o b-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość do klemens duda z informacją pc też się średnio powiodło	o o o b-to i-to o o b-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość do julia pawłowski z informacją guyu nie idź tą drogą	o o o b-to i-to o o b-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość do emil chruszczewski z informacją gdyby babka miała wąsy to by był dziadek ?	o o o b-to i-to o o b-message i-message i-message i-message i-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość do bogumiła malinowski z informacją i mucha też jakaś taka wygaszona	o o o b-to i-to o o b-message i-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość do beata mazur z informacją jej zachowanie wskazuje na cechy niedop	o o o b-to i-to o o b-message i-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość do denis kowalski z informacją czyli ruch petru wie co robi	o o o b-to i-to o o b-message i-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość do augustyn z informacją ha ha głosuję na pis	o o o b-to o o b-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość do karolina z informacją nawet pan nizinkiewicz ma wątpliwości	o o o b-to o o b-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij SMS na michał zawierający cyrankiewicz zmartwychwstal ?	o o o b-to o b-message i-message i-message
Phone	SMSToContactWithMessage	wyślij SMS na florian kaczmarek zawierający w tym u balcerowicza czy komorowskiego ?	o o o b-to i-to o b-message i-message i-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij SMS na martin niewiadomski zawierający e po jakiemu to ?	o o o b-to i-to o b-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij SMS na lilianna zawierający nie mam nic przeciwko	o o o b-to o b-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij SMS na adrianna wesołowski zawierający bądźcie sami	o o o b-to i-to o b-message i-message
Phone	SMSToContactWithMessage	wyślij SMS na henryka zawierający oglądałam w necie	o o o b-to o b-message i-message i-message
Phone	SMSToContactWithMessage	wyślij SMS na kazimierz wysocki zawierający klasyka pis	o o o b-to i-to o b-message i-message
Phone	SMSToContactWithMessage	wyślij SMS na maciej szwarc zawierający dzień bez hejtu na pis dniem straconym	o o o b-to i-to o b-message i-message i-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij SMS na klaudia zawierający nie dzięki	o o o b-to o b-message i-message
Phone	SMSToContactWithMessage	wyślij SMS na agnieszka zawierający kierownik przyleciał ? liczycie głosy ?	o o o b-to o b-message i-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij SMS na nadia z komunikatem pomoże 18 zdaniowy program nowoczesnej	o o o b-to o o b-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij SMS na natalia niewiadomski z komunikatem tęcze wywieźli a rysiu się z tym identyfikuje	o o o b-to i-to o o b-message i-message i-message i-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij SMS na ilona niedzielski z komunikatem kto cie wybral dziki polaki czy tuskolandia	o o o b-to i-to o o b-message i-message i-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij SMS na zdzisława z komunikatem ejszcze asmiecie ryjewystawiac tu precz	o o o b-to o o b-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij SMS na ignacy z komunikatem dziękuję za rozmowę serdecznie pozdrawiam	o o o b-to o o b-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij SMS na rudolf fogiel z komunikatem cóż za niesamowicie zaskakujące wieści	o o o b-to i-to o o b-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij SMS na romana miciun z komunikatem a czemu nie link do konspektu programu	o o o b-to i-to o o b-message i-message i-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij SMS na kacper chruszczewski z komunikatem my już wiemy o jaka prawde wam chodzi	o o o b-to i-to o o b-message i-message i-message i-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij SMS na maja wdowiak z komunikatem dziekuje za debatę	o o o b-to i-to o o b-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość SMS na daniela wyrzykowski zawierającą niedoczekanie	o o o o b-to i-to o b-message
Phone	SMSToContactWithMessage	wyślij wiadomość SMS na anastazja stawecki zawierającą obywatele właśnie na to głosowali	o o o o b-to i-to o b-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość SMS na norbert kędzierski zawierającą te same pieniądze ?	o o o o b-to i-to o b-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość SMS na filip hoffmann zawierającą mniej niż zero	o o o o b-to i-to o b-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość SMS na ignacy szwarc zawierającą ostatni będą pierwszymi powodzenia	o o o o b-to i-to o b-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość SMS na witold górski zawierającą jak na razie nie macie żadnych dokonań	o o o o b-to i-to o b-message i-message i-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość SMS na dominika zawierającą baner banerowi nie równy	o o o o b-to o b-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość SMS na zdzisław zawierającą o 24% za dużo	o o o o b-to o b-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość SMS na matylda zawierającą dobrze ze nie ma mnie juz w armii	o o o o b-to o b-message i-message i-message i-message i-message i-message i-message i-message
Phone	SMSToContactWithMessage	wyślij wiadomość SMS na fryderyk dobrucki z informacją i z tym trudno się nie zgodzić	o o o o b-to i-to o o b-message i-message i-message i-message i-message i-message i-message
